date,discount_card,store,product_name,card_code,customer_address,customer_phone,issue_date,date_of_birth,gender,transaction_amount
03.01.2024 06:25:20,2719000000095 (Amber Foster),Կենտրոն,,2719000000095.0,,064583341,16.11.2023,,Женский,671.32
20.11.2024 12:24:31,,Շենգավիթ,,,,,,,,928.54
26.02.2025 19:59:11,,Կենտրոն,,,,,,,,2366.96
23.01.2024 12:06:25,2719000000056 (Mark Calderon),Կենտրոն,,2719000000056.0,,015961129,06.07.2021,26.07.1939,Мужской,597.54
04.03.2024 22:32:58,2719000000101 (Anita Richard),Շենգավիթ,,2719000000101.0,,099431281,11.05.2022,20.12.1968,Женский,1443.88
09.08.2023 19:35:27,2719000000060 (Jill Sampson),Ավան,,2719000000060.0,,029572994,17.12.2024,02.01.1964,Женский,1019.66
11.12.2024 01:45:23,,Նոր Նորք,,,,,,,,134.12
12.02.2024 01:18:11,2719000000026 (Pedro Vaughn),Աջափնյակ,,2719000000026.0,,034311563,10.05.2024,14.07.1960,Мужской,2062.55
03.06.2024 05:51:31,2719000000037 (Alexis Davis),Կենտրոն,,2719000000037.0,,057415765,12.07.2024,,Женский,1162.02
09.07.2024 11:52:15,2719000000034 (Catherine Ford),Քանաքեռ,,2719000000034.0,,075579511,16.01.2025,24.02.2002,Женский,134.72
21.07.2023 17:20:43,2719000000128 (Heidi Cox),Աջափնյակ,,2719000000128.0,,087932135,03.02.2022,19.01.2004,Женский,605.51
03.01.2024 02:41:04,,Էրեբունի,,,,,,,,851.89
04.11.2023 00:15:13,,Նոր Նորք,,,,,,,,53.1
26.04.2024 13:36:44,2719000000073 (Tammy Ryan),Էրեբունի,,2719000000073.0,,085486244,20.05.2024,,Женский,1732.95
03.08.2023 09:54:26,2719000000118 (Rebecca Peterson),Քանաքեռ,,2719000000118.0,,099745113,25.01.2025,22.11.1979,Женский,362.91
23.11.2023 23:58:00,,Աջափնյակ,,,,,,,,2031.64
13.04.2024 11:00:37,2719000000002 (Tina Rogers),Նոր Նորք,,2719000000002.0,,037493537,20.09.2021,06.03.1965,Женский,1510.04
08.11.2023 19:28:34,2719000000144 (Melissa Lyons),Էրեբունի,,2719000000144.0,,097928824,25.06.2022,,Женский,1211.54
17.08.2023 16:04:58,2719000000068 (Carlos King),Ավան,,2719000000068.0,,079594231,25.01.2022,21.10.1946,Мужской,667.89
14.07.2023 10:38:00,2719000000108 (Eric Hill),Աջափնյակ,,2719000000108.0,,053779731,25.07.2021,10.04.1963,Мужской,352.47
08.06.2023 13:17:03,2719000000140 (Jessica Stephens),Կենտրոն,,2719000000140.0,,085226916,30.01.2024,18.06.1949,Женский,455.6
11.12.2023 15:52:37,2719000000107 (Brittany Jones),Շենգավիթ,,2719000000107.0,,055169985,16.03.2023,16.04.1982,Женский,1183.55
22.02.2024 15:00:18,,Կենտրոն,,,,,,,,772.51
01.03.2025 11:06:54,2719000000065 (Daniel Robinson),Ավան,,2719000000065.0,,031368654,09.01.2025,,Мужской,1626.08
20.08.2024 05:24:01,2719000000056 (Mark Calderon),Նոր Նորք,,2719000000056.0,,015961129,06.07.2021,26.07.1939,Мужской,346.12
20.03.2024 00:31:47,2719000000010 (Joel Nelson),Նոր Նորք,,2719000000010.0,,079371445,05.04.2025,16.11.1982,Мужской,1272.79
09.11.2023 02:01:36,,Էրեբունի,,,,,,,,4610.44
02.03.2025 08:26:03,2719000000019 (Yolanda Taylor),Շենգավիթ,,2719000000019.0,,081992737,04.06.2023,05.07.1945,Женский,152.46
31.03.2025 02:13:34,,Էրեբունի,,,,,,,,1414.81
01.09.2023 06:57:02,2719000000129 (Brian Jones),Նոր Նորք,,2719000000129.0,,037572427,01.06.2023,13.05.1944,Мужской,999.57
21.01.2025 02:15:34,2719000000113 (Katherine Hamilton),Էրեբունի,,2719000000113.0,,097175675,12.11.2022,,Женский,621.35
09.01.2024 13:46:45,2719000000092 (Nichole Lewis),Էրեբունի,,2719000000092.0,,076941877,10.02.2023,12.03.1970,Женский,797.75
24.04.2025 12:19:24,2719000000001 (Alexander Gonzalez),Նոր Նորք,,2719000000001.0,,052862516,02.02.2024,18.01.1987,Мужской,854.29
21.07.2024 22:48:00,2719000000080 (Jody Jacobs),Ավան,,2719000000080.0,,044468856,30.09.2021,17.04.1993,Женский,1986.55
10.11.2024 08:44:29,2719000000046 (Kent Williams),Ավան,,2719000000046.0,,097575372,03.09.2021,07.11.1967,Мужской,227.18
29.12.2023 03:21:43,2719000000073 (Paula Palmer),Քանաքեռ,,2719000000073.0,,048429542,15.10.2021,30.01.1970,Женский,826.56
24.09.2023 16:41:50,2719000000028 (Stephanie Hayes),Աջափնյակ,,2719000000028.0,,096388267,19.05.2022,,Женский,313.83
12.12.2024 23:32:48,,Էրեբունի,,,,,,,,2619.48
01.09.2023 00:17:28,2719000000102 (Marie Harrington),Շենգավիթ,,2719000000102.0,,087123198,05.02.2024,23.01.1942,Женский,2412.02
21.05.2024 06:16:34,2719000000059 (Tiffany Johnson),Նոր Նորք,,2719000000059.0,,079588153,25.11.2022,09.02.1954,Женский,921.37
03.06.2024 01:05:59,2719000000009 (Madison Ferguson),Քանաքեռ,,2719000000009.0,,063135315,14.05.2022,11.06.1950,Женский,584.51
26.04.2024 19:59:52,2719000000026 (Mary Moore),Կենտրոն,,2719000000026.0,,079178346,28.04.2023,03.07.1992,Женский,2148.84
21.05.2024 15:29:17,2719000000071 (Debbie Carpenter),Ավան,,2719000000071.0,,095642865,15.06.2022,04.12.1941,Женский,2335.36
13.03.2025 01:05:29,2719000000046 (Kent Williams),Էրեբունի,,2719000000046.0,,097575372,03.09.2021,,Мужской,2117.3
25.12.2023 21:32:41,2719000000023 (Patrick Thornton),Շենգավիթ,,2719000000023.0,,079234172,10.10.2024,07.04.1965,Мужской,986.17
20.05.2024 13:35:14,,Ավան,,,,,,,,1703.87
18.05.2023 05:58:15,2719000000113 (Ricky Huang),Քանաքեռ,,2719000000113.0,,052638219,28.03.2023,08.03.2001,Мужской,276.45
09.07.2023 04:34:12,2719000000093 (Mark Hill),Քանաքեռ,,2719000000093.0,,014668171,27.08.2021,18.11.1987,Мужской,824.72
29.02.2024 16:29:56,2719000000081 (Monica Edwards),Ավան,,2719000000081.0,,098129838,27.08.2022,01.08.1984,Женский,1239.0
26.05.2024 20:06:03,2719000000074 (Kathy Dougherty),Շենգավիթ,,2719000000074.0,,028487589,05.07.2021,23.10.1988,Женский,1697.48
19.04.2024 09:19:48,2719000000041 (Antonio Edwards),Էրեբունի,,2719000000041.0,,023974528,15.07.2021,28.01.1979,Мужской,2521.65
03.11.2023 05:26:25,2719000000072 (Ashley Hamilton),Ավան,,2719000000072.0,,056674879,03.06.2024,02.11.1992,Женский,88.96
14.10.2023 08:30:57,2719000000052 (Stacy Newton),Քանաքեռ,,2719000000052.0,,011566379,26.12.2021,09.11.1957,Женский,1142.3
26.07.2024 08:15:20,2719000000102 (Marie Harrington),Աջափնյակ,,2719000000102.0,,087123198,05.02.2024,23.01.1942,Женский,330.76
29.01.2024 08:22:28,,Նոր Նորք,,,,,,,,1202.72
07.06.2023 00:59:12,,Ավան,,,,,,,,589.08
08.06.2023 12:04:29,2719000000015 (Christy Porter),Կենտրոն,,2719000000015.0,,081122675,01.02.2025,23.07.2001,Женский,737.74
04.12.2023 18:47:44,2719000000116 (Ashley Nolan),Շենգավիթ,,2719000000116.0,,023397896,14.10.2022,05.03.2006,Женский,330.89
18.05.2024 15:25:47,2719000000027 (Tracy Morgan),Էրեբունի,,2719000000027.0,,048514398,09.04.2024,16.05.1966,Женский,1493.2
06.08.2024 08:29:25,2719000000001 (Alexander Gonzalez),Շենգավիթ,,2719000000001.0,,052862516,02.02.2024,18.01.1987,Мужской,751.1
15.03.2025 13:55:59,2719000000137 (Rebecca Taylor),Աջափնյակ,,2719000000137.0,,011955353,22.05.2022,15.11.1942,Женский,1795.67
12.02.2025 21:47:22,2719000000127 (Diane Mendoza),Կենտրոն,,2719000000127.0,,033882816,10.10.2022,14.11.1951,Женский,144.95
19.09.2024 10:13:27,,Աջափնյակ,,,,,,,,806.87
03.10.2024 14:37:33,,Քանաքեռ,,,,,,,,740.15
29.04.2024 18:18:29,2719000000149 (Luis Bullock),Էրեբունի,,2719000000149.0,,058661453,28.05.2021,27.09.1956,Мужской,811.3
08.12.2023 04:40:09,,Էրեբունի,,,,,,,,1436.44
20.06.2024 02:34:26,2719000000098 (Tommy Evans),Քանաքեռ,,2719000000098.0,,082388445,25.12.2022,26.05.1997,Мужской,462.21
06.05.2023 14:22:16,,Կենտրոն,,,,,,,,1201.38
16.02.2025 06:22:15,2719000000119 (Kelly Moore),Էրեբունի,,2719000000119.0,,061412588,29.11.2022,15.10.2001,Женский,1269.25
22.07.2023 17:49:27,2719000000020 (Joshua Gibson),Շենգավիթ,,2719000000020.0,,097778184,10.09.2022,02.07.1998,Мужской,672.97
29.03.2024 23:00:33,2719000000028 (Stephanie Hayes),Ավան,,2719000000028.0,,096388267,19.05.2022,12.08.1954,Женский,4035.66
12.08.2023 06:39:41,2719000000109 (Jordan Collins),Քանաքեռ,,2719000000109.0,,088517589,01.04.2023,18.11.1941,Мужской,1777.78
15.03.2025 16:06:01,,Շենգավիթ,,,,,,,,1076.59
21.11.2023 16:03:55,2719000000091 (Jeremy Briggs),Աջափնյակ,,2719000000091.0,,027221368,12.02.2025,03.09.1973,Мужской,724.51
15.11.2024 07:39:59,2719000000031 (Laura Kennedy),Շենգավիթ,,2719000000031.0,,027639661,29.08.2024,05.07.1971,Женский,1268.55
08.02.2024 08:31:21,2719000000034 (Shelia Wallace),Ավան,,2719000000034.0,,099134742,11.04.2024,14.09.1959,Женский,1021.91
13.12.2024 13:15:19,,Աջափնյակ,,,,,,,,1026.32
08.03.2024 11:08:02,,Քանաքեռ,,,,,,,,1126.29
08.02.2024 11:30:00,2719000000109 (Eric Sutton),Ավան,,2719000000109.0,,029259981,01.10.2024,24.07.1947,Мужской,414.82
04.06.2023 09:18:45,,Շենգավիթ,,,,,,,,933.52
06.03.2024 09:18:57,2719000000002 (Tina Rogers),Քանաքեռ,,2719000000002.0,,037493537,20.09.2021,,Женский,2902.19
08.06.2023 23:34:54,2719000000147 (Amanda Lowery),Աջափնյակ,,2719000000147.0,,029966861,02.05.2023,09.09.1986,Женский,342.26
16.07.2024 04:45:13,,Նոր Նորք,,,,,,,,3579.22
09.07.2024 14:57:31,2719000000113 (Katherine Hamilton),Կենտրոն,,2719000000113.0,,097175675,12.11.2022,29.07.1982,Женский,309.41
28.09.2023 10:34:16,2719000000130 (Courtney Taylor),Կենտրոն,,2719000000130.0,,083635726,26.08.2021,14.06.1959,Женский,1017.49
05.02.2024 19:51:58,,Քանաքեռ,,,,,,,,2118.59
02.07.2024 22:45:22,2719000000037 (Joseph Knight),Շենգավիթ,,2719000000037.0,,029296141,11.09.2024,,Мужской,33.92
10.12.2023 09:51:32,2719000000134 (Mary Moore),Քանաքեռ,,2719000000134.0,,041397742,24.01.2022,19.11.1976,Женский,529.18
26.06.2023 08:39:52,2719000000118 (David Kim),Աջափնյակ,,2719000000118.0,,032311658,12.03.2023,26.12.1974,Мужской,922.45
24.02.2024 07:59:50,,Նոր Նորք,,,,,,,,1175.41
25.05.2024 21:56:15,2719000000090 (Sheila Knight),Նոր Նորք,,2719000000090.0,,015342932,11.01.2023,,Женский,1466.79
14.04.2024 01:08:50,,Քանաքեռ,,,,,,,,745.75
13.12.2024 23:27:31,2719000000035 (Steven Williams),Նոր Նորք,,2719000000035.0,,065416238,16.09.2024,21.02.1943,Мужской,4751.58
30.06.2024 08:00:44,2719000000127 (Kelsey Lucas),Կենտրոն,,2719000000127.0,,061334674,15.02.2023,04.12.1973,Женский,1202.98
03.12.2023 12:18:16,2719000000100 (Luke Collier),Շենգավիթ,,2719000000100.0,,013255545,27.03.2025,12.12.1963,Мужской,498.4
30.01.2025 06:51:04,2719000000033 (Cheryl Herrera),Կենտրոն,,2719000000033.0,,037842318,02.12.2021,12.01.1968,Женский,1595.15
26.08.2024 07:59:54,2719000000132 (Laura Brown),Կենտրոն,,2719000000132.0,,061616822,21.06.2024,28.01.1946,Женский,193.89
09.10.2024 17:28:59,2719000000062 (Marc Moore),Ավան,,2719000000062.0,,073154811,12.04.2025,08.06.1955,Мужской,505.05
16.08.2024 20:36:11,2719000000023 (Patrick Thornton),Ավան,,2719000000023.0,,079234172,10.10.2024,07.04.1965,Мужской,246.8
31.07.2023 12:43:52,2719000000041 (Heather Phillips),Կենտրոն,,2719000000041.0,,037144781,19.04.2024,01.06.1959,Женский,670.64
08.08.2023 04:23:33,2719000000131 (Ryan Garcia),Ավան,,2719000000131.0,,065298389,08.08.2024,21.01.1976,Мужской,670.0
14.07.2023 08:12:24,2719000000143 (Hannah Johnson),Էրեբունի,,2719000000143.0,,016835171,20.07.2021,20.04.1966,Женский,1098.88
01.03.2024 04:49:50,,Էրեբունի,,,,,,,,855.82
14.02.2024 02:51:16,2719000000017 (Diane Evans),Քանաքեռ,,2719000000017.0,,095254762,27.10.2023,,Женский,2754.81
06.01.2025 15:53:29,,Նոր Նորք,,,,,,,,2218.51
18.01.2024 14:56:29,2719000000114 (Stephanie Stevens),Աջափնյակ,,2719000000114.0,,082724732,22.12.2021,16.12.1968,Женский,1835.56
06.07.2024 12:40:20,,Ավան,,,,,,,,290.08
28.04.2025 13:12:11,,Ավան,,,,,,,,1200.03
08.02.2024 05:19:48,2719000000024 (Theresa Miller),Քանաքեռ,,2719000000024.0,,087311367,23.05.2023,08.11.1994,Женский,1473.53
06.12.2024 15:30:15,2719000000000 (Margaret Johnson),Կենտրոն,,2719000000000.0,,085737854,30.06.2022,27.12.1955,Женский,523.14
20.08.2023 07:16:18,2719000000127 (Kelsey Lucas),Էրեբունի,,2719000000127.0,,061334674,15.02.2023,,Женский,1158.61
01.10.2023 20:38:28,2719000000068 (Sharon Rasmussen),Նոր Նորք,,2719000000068.0,,083737263,06.07.2022,21.03.1963,Женский,2016.37
10.08.2024 04:39:24,2719000000038 (Cynthia Russell),Շենգավիթ,,2719000000038.0,"г. Barreraburgh, ул. Smith Loaf, д. 7468",031854872,16.05.2023,13.11.1953,Женский,1487.42
29.05.2024 16:39:53,2719000000136 (Kirk Carter),Քանաքեռ,,2719000000136.0,,016231982,23.04.2022,05.12.1958,Мужской,608.58
07.03.2024 00:19:51,2719000000129 (Cindy Meza),Քանաքեռ,,2719000000129.0,,034739841,24.05.2023,,Женский,1240.29
22.05.2024 16:03:40,,Կենտրոն,,,,,,,,1431.81
31.05.2023 12:20:21,,Շենգավիթ,,,,,,,,378.93
04.06.2023 10:26:56,,Էրեբունի,,,,,,,,1609.71
30.05.2023 11:20:32,2719000000124 (Michelle Miller),Ավան,,2719000000124.0,,032431328,14.09.2023,15.12.1964,Женский,1015.09
14.08.2023 16:28:35,2719000000080 (Jody Jacobs),Քանաքեռ,,2719000000080.0,,044468856,30.09.2021,,Женский,1341.31
04.11.2024 12:14:58,2719000000033 (Cheryl Herrera),Աջափնյակ,,2719000000033.0,,037842318,02.12.2021,,Женский,1176.39
13.01.2024 22:15:43,,Քանաքեռ,,,,,,,,770.4
13.01.2025 16:56:35,2719000000076 (Jimmy Maynard),Քանաքեռ,,2719000000076.0,,099125497,01.08.2021,12.04.2007,Мужской,308.46
02.05.2024 05:09:51,2719000000077 (Karen Morales),Շենգավիթ,,2719000000077.0,,082976112,29.03.2024,02.09.1946,Женский,1934.73
06.06.2024 14:59:48,2719000000108 (Eric Hill),Աջափնյակ,,2719000000108.0,,053779731,25.07.2021,10.04.1963,Мужской,441.32
19.04.2024 04:49:03,,Քանաքեռ,,,,,,,,281.92
23.08.2023 22:23:18,2719000000048 (John Jones),Նոր Նորք,,2719000000048.0,,057286811,13.07.2024,03.02.2005,Мужской,4206.48
13.08.2024 03:26:54,2719000000073 (Paula Palmer),Շենգավիթ,,2719000000073.0,,048429542,15.10.2021,30.01.1970,Женский,2780.93
23.03.2025 23:06:53,,Նոր Նորք,,,,,,,,1503.46
03.06.2024 15:39:24,2719000000076 (Jimmy Maynard),Աջափնյակ,,2719000000076.0,,099125497,01.08.2021,12.04.2007,Мужской,840.73
16.08.2023 19:38:23,2719000000099 (Maureen Yates),Նոր Նորք,,2719000000099.0,,072771753,27.05.2024,22.07.1950,Женский,876.66
09.01.2024 23:39:35,2719000000028 (Stephanie Hayes),Քանաքեռ,,2719000000028.0,,096388267,19.05.2022,12.08.1954,Женский,2684.36
22.04.2025 15:54:17,,Կենտրոն,,,,,,,,2593.93
18.08.2024 10:21:05,2719000000043 (Aimee Grimes),Կենտրոն,,2719000000043.0,,075657256,20.08.2024,30.12.1989,Женский,753.82
02.01.2024 15:45:48,2719000000040 (Jessica Reed),Աջափնյակ,,2719000000040.0,,029228973,28.10.2023,06.09.1959,Женский,1180.87
03.09.2023 11:11:27,,Էրեբունի,,,,,,,,1614.98
29.02.2024 11:08:15,2719000000148 (Yolanda Graham),Աջափնյակ,,2719000000148.0,,033617158,14.10.2024,13.10.1972,Женский,506.34
21.08.2024 02:20:07,2719000000008 (Michael Sutton),Շենգավիթ,,2719000000008.0,,079821778,17.08.2021,10.10.1980,Мужской,640.64
24.11.2024 11:50:42,2719000000063 (Richard Sanchez),Նոր Նորք,,2719000000063.0,,068756494,10.11.2021,16.11.1992,Мужской,1121.51
12.02.2025 17:10:18,2719000000134 (Mary Moore),Նոր Նորք,,2719000000134.0,,041397742,24.01.2022,19.11.1976,Женский,1524.14
18.12.2023 16:03:56,,Քանաքեռ,,,,,,,,1570.61
03.08.2024 09:45:47,,Նոր Նորք,,,,,,,,373.55
16.01.2024 12:23:20,2719000000005 (April Booth),Աջափնյակ,,2719000000005.0,,095551188,16.04.2023,,Женский,1415.26
28.05.2024 06:58:12,2719000000115 (Christopher Boyd),Ավան,,2719000000115.0,,083235877,03.02.2024,13.09.1957,Мужской,2035.95
01.02.2025 14:21:59,2719000000099 (Maureen Yates),Ավան,,2719000000099.0,,072771753,27.05.2024,22.07.1950,Женский,570.32
30.05.2024 03:41:34,2719000000131 (Ryan Garcia),Շենգավիթ,,2719000000131.0,,065298389,08.08.2024,21.01.1976,Мужской,2334.03
16.06.2024 17:28:01,,Ավան,,,,,,,,640.3
14.05.2024 17:20:12,2719000000111 (Kim Stanley),Շենգավիթ,,2719000000111.0,,035119718,14.08.2021,,Женский,302.91
31.10.2024 17:48:03,2719000000089 (Robert Bruce),Աջափնյակ,,2719000000089.0,,029582635,03.08.2024,,Мужской,1172.85
10.07.2024 11:36:07,2719000000139 (Ashley Singleton),Քանաքեռ,,2719000000139.0,,045864782,11.12.2024,22.10.1947,Женский,330.15
19.12.2023 02:26:04,,Նոր Նորք,,,,,,,,692.53
03.05.2024 02:34:22,2719000000118 (Rebecca Peterson),Էրեբունի,,2719000000118.0,,099745113,25.01.2025,22.11.1979,Женский,2112.56
22.01.2025 20:35:37,2719000000055 (Brandy Chavez),Շենգավիթ,,2719000000055.0,,092644531,05.03.2024,05.12.2003,Женский,81.87
13.05.2023 04:04:07,,Քանաքեռ,,,,,,,,936.06
10.02.2024 08:37:14,,Աջափնյակ,,,,,,,,2450.65
12.01.2024 12:41:12,2719000000050 (Michael Chambers),Էրեբունի,,2719000000050.0,,038381545,24.10.2023,02.04.1965,Мужской,3057.26
04.10.2024 14:35:41,2719000000110 (Robert Knight),Նոր Նորք,,2719000000110.0,,089733253,01.07.2021,,Мужской,2041.34
24.07.2023 09:06:39,2719000000084 (Jessica Garner),Աջափնյակ,,2719000000084.0,,082462733,28.11.2022,25.07.1994,Женский,855.94
18.03.2024 18:48:24,2719000000086 (Patricia Rodriguez),Կենտրոն,,2719000000086.0,,054866878,18.02.2023,20.03.1954,Женский,2066.41
26.07.2024 14:55:47,2719000000101 (Anita Richard),Նոր Նորք,,2719000000101.0,"г. Warrenfurt, ул. Reese Forges, д. 2181",099431281,11.05.2022,20.12.1968,Женский,2033.55
25.12.2023 05:27:49,2719000000048 (Debbie Santiago),Նոր Նորք,,2719000000048.0,,081641794,30.08.2022,26.07.1955,Женский,555.76
08.01.2025 02:31:10,2719000000078 (Carolyn Miller),Աջափնյակ,,2719000000078.0,,052589233,08.07.2023,,Женский,3081.56
28.03.2025 08:09:59,2719000000112 (Matthew Smith),Ավան,,2719000000112.0,,017566892,10.02.2023,14.04.1995,Мужской,906.52
13.11.2024 14:57:23,2719000000114 (Stephanie Stevens),Շենգավիթ,,2719000000114.0,,082724732,22.12.2021,16.12.1968,Женский,203.37
07.03.2025 15:02:20,2719000000011 (Melissa Robinson),Քանաքեռ,,2719000000011.0,,047362956,14.09.2022,05.09.1996,Женский,106.17
15.10.2024 15:59:47,2719000000038 (Cynthia Russell),Ավան,,2719000000038.0,,031854872,16.05.2023,13.11.1953,Женский,706.36
31.08.2024 00:11:56,2719000000140 (Dominique Hines),Ավան,,2719000000140.0,,022829191,26.06.2022,24.11.1969,Женский,688.3
20.05.2023 22:40:20,2719000000134 (Mary Moore),Նոր Նորք,,2719000000134.0,,041397742,24.01.2022,19.11.1976,Женский,1357.38
05.08.2024 21:08:06,2719000000082 (Dawn Mckay),Քանաքեռ,,2719000000082.0,,036747923,30.03.2024,17.02.2002,Женский,643.87
02.05.2024 20:56:10,2719000000144 (Melissa Lyons),Քանաքեռ,,2719000000144.0,,097928824,25.06.2022,19.05.1973,Женский,147.6
22.11.2023 11:46:45,2719000000125 (Mason Murphy),Քանաքեռ,,2719000000125.0,,035758515,13.11.2021,03.12.1984,Мужской,2050.44
20.09.2024 11:02:05,2719000000002 (Jennifer Hodges),Ավան,,2719000000002.0,,068794276,25.06.2021,10.04.1970,Женский,2045.08
28.12.2024 08:19:17,2719000000066 (Elizabeth Pope),Նոր Նորք,,2719000000066.0,,021999681,17.04.2022,29.06.1954,Женский,2470.07
23.12.2024 02:38:31,,Շենգավիթ,,,,,,,,1824.67
22.07.2024 13:28:35,2719000000087 (Danny Rodriguez),Նոր Նորք,,2719000000087.0,,075931494,02.12.2024,06.03.1977,Мужской,2493.17
21.07.2024 21:49:08,2719000000063 (Sharon Cherry),Կենտրոն,,2719000000063.0,,026523977,09.10.2024,16.05.1951,Женский,1083.83
23.10.2023 23:38:47,,Նոր Նորք,,,,,,,,1219.74
10.11.2024 13:48:22,2719000000089 (Jesus Solis),Էրեբունի,,2719000000089.0,,067916738,01.03.2024,,Мужской,303.45
09.06.2023 03:15:46,2719000000102 (Marie Harrington),Քանաքեռ,,2719000000102.0,,087123198,05.02.2024,23.01.1942,Женский,697.08
26.07.2024 11:35:44,,Քանաքեռ,,,,,,,,604.22
07.05.2024 10:08:52,2719000000095 (Kimberly Taylor),Նոր Նորք,,2719000000095.0,,026126341,23.04.2022,22.05.1965,Женский,195.34
09.09.2023 16:30:30,2719000000091 (Jeremy Briggs),Նոր Նորք,,2719000000091.0,,027221368,12.02.2025,03.09.1973,Мужской,168.58
10.06.2024 10:19:56,2719000000028 (Marie Christian),Նոր Նորք,,2719000000028.0,,074125586,13.12.2024,19.03.1985,Женский,1181.57
30.08.2024 19:48:49,2719000000136 (Kelsey Burch),Կենտրոն,,2719000000136.0,,027387876,18.10.2024,,Женский,1568.49
10.11.2024 09:45:20,2719000000130 (Courtney Mills),Կենտրոն,,2719000000130.0,,019182836,29.03.2023,22.02.2001,Женский,800.38
23.08.2024 14:38:45,2719000000122 (Andrea Davis),Կենտրոն,,2719000000122.0,,045591265,17.03.2024,,Женский,1045.29
21.12.2024 21:38:17,2719000000077 (Karen Morales),Էրեբունի,,2719000000077.0,,082976112,29.03.2024,,Женский,564.63
11.02.2025 14:25:30,2719000000039 (Stephanie Byrd),Էրեբունի,,2719000000039.0,,094426273,30.12.2021,07.05.1944,Женский,1059.56
19.02.2024 13:11:41,2719000000081 (Christina Johnson),Ավան,,2719000000081.0,,061719117,14.05.2022,12.04.2006,Женский,397.66
23.08.2023 00:40:19,2719000000029 (Scott James),Կենտրոն,,2719000000029.0,,036627261,02.09.2022,23.12.1981,Мужской,206.86
27.01.2025 10:48:35,,Աջափնյակ,,,,,,,,1832.04
09.10.2024 23:36:08,2719000000024 (Theresa Miller),Էրեբունի,,2719000000024.0,,087311367,23.05.2023,08.11.1994,Женский,802.6
04.11.2023 08:48:16,2719000000077 (Karen Morales),Աջափնյակ,,2719000000077.0,,082976112,29.03.2024,,Женский,988.99
24.05.2023 18:27:01,,Շենգավիթ,,,,,,,,1315.38
17.07.2024 23:25:00,,Ավան,,,,,,,,1382.7
25.10.2024 08:35:22,,Շենգավիթ,,,,,,,,599.41
24.07.2023 14:32:03,2719000000015 (Christy Porter),Էրեբունի,,2719000000015.0,,081122675,01.02.2025,,Женский,627.01
25.09.2023 10:24:39,2719000000101 (Alec Ryan),Ավան,,2719000000101.0,,056925346,24.10.2022,01.08.1954,Мужской,759.44
14.05.2023 22:57:05,2719000000006 (Anthony Stone),Կենտրոն,,2719000000006.0,,042295417,22.12.2023,19.10.1990,Мужской,524.02
06.04.2024 19:29:17,2719000000014 (Jordan Suarez),Ավան,,2719000000014.0,,097318679,31.12.2024,28.01.1944,Мужской,1095.58
29.12.2023 21:35:06,,Աջափնյակ,,,,,,,,380.59
20.03.2024 12:33:50,2719000000051 (Dana Mitchell),Կենտրոն,,2719000000051.0,,056554334,10.03.2023,22.01.1996,Женский,658.46
25.08.2023 20:48:59,2719000000144 (Melissa Lyons),Նոր Նորք,,2719000000144.0,,097928824,25.06.2022,19.05.1973,Женский,887.81
16.03.2024 00:04:03,,Նոր Նորք,,,,,,,,1493.44
17.10.2024 13:47:28,2719000000016 (Taylor Romero),Աջափնյակ,,2719000000016.0,,038293582,24.10.2024,01.07.1939,Женский,3145.04
05.10.2023 14:44:59,2719000000087 (Danny Rodriguez),Աջափնյակ,,2719000000087.0,,075931494,02.12.2024,,Мужской,3708.79
13.03.2024 23:55:21,2719000000051 (Samantha Bentley),Քանաքեռ,,2719000000051.0,,044373355,14.10.2021,31.03.1985,Женский,1031.18
24.05.2024 00:31:36,2719000000076 (Frank Ramos),Կենտրոն,,2719000000076.0,,031628572,13.03.2024,12.11.1953,Мужской,1882.64
22.12.2024 04:27:50,2719000000040 (Jessica Reed),Նոր Նորք,,2719000000040.0,"г. Vaughnmouth, ул. Gonzalez Lights, д. 1369",029228973,28.10.2023,06.09.1959,Женский,2709.44
17.08.2024 04:42:37,2719000000056 (Mark Calderon),Էրեբունի,,2719000000056.0,,015961129,06.07.2021,,Мужской,397.26
14.04.2025 05:41:15,2719000000065 (Daniel Robinson),Աջափնյակ,,2719000000065.0,,031368654,09.01.2025,,Мужской,1049.06
30.04.2024 13:17:46,,Նոր Նորք,,,,,,,,1274.72
08.03.2025 04:26:04,2719000000078 (Carolyn Miller),Քանաքեռ,,2719000000078.0,,052589233,08.07.2023,01.07.1984,Женский,3514.63
17.02.2025 04:49:36,2719000000076 (Jimmy Maynard),Քանաքեռ,,2719000000076.0,,099125497,01.08.2021,,Мужской,741.71
21.11.2024 18:56:03,2719000000138 (Melissa Bradshaw),Աջափնյակ,,2719000000138.0,,058349714,03.09.2024,02.03.1993,Женский,864.61
15.11.2024 05:41:28,2719000000001 (Jason Simpson),Շենգավիթ,,2719000000001.0,,013847275,22.02.2024,23.08.2003,Мужской,923.06
17.06.2023 14:56:26,2719000000047 (Ann Phillips),Կենտրոն,,2719000000047.0,"г. East David, ул. Schmidt Groves, д. 47451",018991212,03.07.2024,07.08.1967,Женский,479.1
29.10.2024 10:32:14,2719000000056 (Mark Calderon),Քանաքեռ,,2719000000056.0,,015961129,06.07.2021,26.07.1939,Мужской,107.06
15.08.2023 11:58:38,2719000000042 (John Calhoun),Քանաքեռ,,2719000000042.0,,094598313,02.08.2023,14.01.1950,Мужской,266.25
